1,1,0.218736812888473
1,1.025,0.17576442990989
1,1.05,0.152120540700849
1,1.075,0.152087039561117
1,1.1,0.152062074967688
0.99,1,0.197309028442369
0.99,1.025,0.153081778116928
0.99,1.05,0.152120540701027
0.99,1.075,0.152087039552406
0.99,1.1,0.152062074972989
0.98,1,0.175200079277062
0.98,1.025,0.152149682014688
0.98,1.05,0.152120540701027
0.98,1.075,0.152087039552406
0.98,1.1,0.152062074972989
0.97,1,0.153328601857119
0.97,1.025,0.152149682014688
0.97,1.05,0.152120540701027
0.97,1.075,0.152087039552406
0.97,1.1,0.152062074972989
0.96,1,0.153328601857119
0.96,1.025,0.152149682014688
0.96,1.05,0.152120540701027
0.96,1.075,0.152086106604649
0.96,1.1,0.151774119537137
