0,1,0.218736812888473
0,1.025,0.17576442990989
0,1.05,0.152120540700849
0,1.075,0.152087039561117
0,1.1,0.152062074967688
500,1,0.216332842308397
500,1.025,0.173770221453275
500,1.05,0.152097759285986
500,1.075,0.15207201526561
500,1.1,0.152048203381909
1000,1,0.213981167097067
1000,1.025,0.171812573038181
1000,1.05,0.15208225661528
1000,1.075,0.152057697344418
1000,1.1,0.152034988436938
1500,1,0.211679093662219
1500,1.025,0.169889527820494
1500,1.05,0.152067480199655
1500,1.075,0.152044054919088
1500,1.1,0.15201589728202
2000,1,0.209425028650692
2000,1.025,0.167999212569043
2000,1.05,0.152053398527443
2000,1.075,0.152024554502013
2000,1.1,0.152003909342703
