0.98,0,0.175200079277062
0.98,500,0.173205558082429
0.98,1000,0.171254252052236
0.98,1500,0.169342996354956
0.98,2000,0.167471308777309
0.985,0,0.186341177766181
0.985,500,0.184246423137907
0.985,1000,0.182196974749118
0.985,1500,0.18019105081823
0.985,2000,0.17822654181213
0.99,0,0.197309028442369
0.99,500,0.195112306992144
0.99,1000,0.192962812852961
0.99,1500,0.190859389950049
0.99,2000,0.188799637931396
0.995,0,0.20810852119002
0.995,500,0.205808427863602
0.995,1000,0.203558196803634
0.995,1500,0.201355881966045
0.995,2000,0.199199357541623
1,0,0.218736812888473
1,500,0.216332842308397
1,1000,0.213981167097067
1,1500,0.211679093662219
1,2000,0.209425028650692
