1000,1,59.6964059854619
1000,0.98,59.6976114486277
1000,0.96,59.6989239196071
1000,0.94,59.699867861334
1000,0.92,59.7008594738879
2000,1,59.6965525359058
2000,0.98,59.6977917236525
2000,0.96,59.6990503035459
2000,0.94,59.6999961371125
2000,0.92,59.70100596115
3000,1,59.6964890223195
3000,0.98,59.6977245254822
3000,0.96,59.6989830541492
3000,0.94,59.6999333844433
3000,0.92,59.7009386545534
4000,1,59.6964097322414
4000,0.98,59.6976393689925
4000,0.96,59.6989017243514
4000,0.94,59.6998535429445
4000,0.92,59.7008540310268
5000,1,59.6963309658691
5000,0.98,59.6975551397618
5000,0.96,59.6988208735
5000,0.94,59.6997743127833
5000,0.92,59.7007703073642
