1e-09,0,59.69539075422
1e-09,1,59.7770532052309
1e-09,2,59.8138108875856
1e-09,3,59.8358076932727
1e-09,4,59.8511270033433
500,0,59.6964059854619
500,1,59.7791011453882
500,2,59.8165876104057
500,3,59.8392068172411
500,4,59.854769020205
1000,0,59.6973150928164
1000,1,59.7811559319759
1000,2,59.8192978766437
1000,3,59.8423788634649
1000,4,59.8582662031291
1500,0,59.698228084101
1500,1,59.7830917627906
1500,2,59.8218140118766
1500,3,59.8452562679394
1500,4,59.8614158677932
2000,0,59.6990783031646
2000,1,59.7845022914846
2000,2,59.8235308135316
2000,3,59.8472286400175
2000,4,59.863608076159
