1000,0,59.6964059854619
1000,1,59.7791011453882
1000,2,59.8165876104057
1000,3,59.8392068172411
1000,4,59.854769020205
2000,0,59.6965525359058
2000,1,59.7791953617455
2000,2,59.8166473004689
2000,3,59.8392640323261
2000,4,59.8548181536495
3000,0,59.6964890223195
3000,1,59.7791193190549
3000,2,59.8165652142136
3000,3,59.8391765962816
3000,4,59.8547244219235
4000,0,59.6964097322414
4000,1,59.7790311957773
4000,2,59.8164709102825
4000,3,59.8390768830832
4000,4,59.8546187085407
5000,0,59.6963309658691
5000,1,59.7789460925213
5000,2,59.8163801242342
5000,3,59.8389813352898
5000,4,59.8545179470767
