1000,0,0.218736812888473
1000,0.25,0.181119340501297
1000,0.5,0.166269402290226
1000,0.75,0.164417203669487
1000,1,0.163214138580521
2000,0,0.239369440163713
2000,0.25,0.197390847143176
2000,0.5,0.17031612780081
2000,0.75,0.153642745990368
2000,1,0.152418045105044
3000,0,0.261860552254007
3000,0.25,0.220933183584606
3000,0.5,0.191416132134144
3000,0.75,0.16894907578164
3000,1,0.155219549028949
4000,0,0.273177151181059
4000,0.25,0.231236591541482
4000,0.5,0.200877492238192
4000,0.75,0.177739260652977
4000,1,0.159169820342683
5000,0,0.276288066184421
5000,0.25,0.234230347001677
5000,0.5,0.203726935533595
5000,0.75,0.180457526350104
5000,1,0.161801940254712
