1000,0,0.218736812888473
1000,0.0125,0.191128334759064
1000,0.025,0.16284293755848
1000,0.0375,0.153328601857154
1000,0.05,0.153328601857154
2000,0,0.239369440163713
2000,0.0125,0.210670992103658
2000,0.025,0.181220627651541
2000,0.0375,0.151005182317363
2000,0.05,0.139751364203924
3000,0,0.261860552254007
3000,0.0125,0.226088133159223
3000,0.025,0.196859209954525
3000,0.0375,0.166832794700028
3000,0.05,0.137399949355363
4000,0,0.273177151181059
4000,0.0125,0.231677712183355
4000,0.025,0.202966418580438
4000,0.0375,0.173290760965457
4000,0.05,0.14273467805755
5000,0,0.276288066184421
5000,0.0125,0.23309145664949
5000,0.025,0.204761298444488
5000,0.0375,0.175328202831103
5000,0.05,0.144942005170869
